"Index","Abs_Change","Pct_Change","Date"
"770.00","-6.41","-0.83","2014-02-03"
"776.00","-5.54","-0.71","2014-02-02"
"781.00","-0.94","-0.12","2014-01-29"
"782.00","1.90","0.24","2014-01-28"
"780.00","-3.21","-0.41","2014-01-27"
"784.00","-2.02","-0.26","2014-01-26"
"786.00","1.79","0.23","2014-01-23"
"784.00","-1.56","-0.19","2014-01-22"
"785.00","-4.85","-0.61","2014-01-21"
"790.00","-4.94","-0.62","2014-01-20"
"795.00","0.62","0.07","2014-01-19"
"795.00","7.30","0.93","2014-01-16"
"787.00","4.97","0.63","2014-01-14"
"782.00","0.17","0.02","2014-01-13"
"782.00","9.44","1.22","2014-01-12"
"773.00","1.06","0.14","2014-01-09"
"772.00","10.18","1.34","2014-01-08"
"762.00","4.27","0.56","2014-01-07"
"757.00","-1.23","-0.16","2014-01-06"
"758.00","-5.28","-0.69","2014-01-05"
"764.00","9.39","1.24","2014-01-02"
"754.00","-16.48","-2.13","2014-01-01"
"771.00","-8.94","-1.14","2013-12-31"
"780.00","-7.57","-0.96","2013-12-29"
"787.00","10.16","1.30","2013-12-26"
"777.00","8.48","1.10","2013-12-24"
"769.00","-26.47","-3.33","2013-12-23"
"795.00","-10.46","-1.30","2013-12-22"
"806.00","-1.17","-0.14","2013-12-19"
"807.00","35.62","4.62","2013-12-18"
"771.00","37.95","5.18","2013-12-16"
"733.00","19.33","2.71","2013-12-15"
"714.00","3.17","0.44","2013-12-12"
"711.00","10.91","1.56","2013-12-11"
"700.00","-4.32","-0.61","2013-12-10"
"704.00","1.67","0.23","2013-12-09"
"702.00","-4.92","-0.69","2013-12-08"
"707.00","6.61","0.94","2013-12-05"
"701.00","23.00","3.39","2013-12-04"
"678.00","16.00","2.42","2013-12-03"
"662.00","9.82","1.51","2013-12-02"
"652.00","8.03","1.24","2013-12-01"
"644.00","-3.23","-0.50","2013-11-28"
"647.00","-1.94","-0.30","2013-11-27"
"649.00","1.13","0.17","2013-11-26"
"648.00","-8.76","-1.33","2013-11-25"
"657.00","22.45","3.53","2013-11-24"
"634.00","33.88","5.64","2013-11-21"
"600.00","0.35","0.05","2013-11-14"
"600.00","2.03","0.34","2013-11-13"
"598.00","6.82","1.15","2013-11-12"
"591.00","10.77","1.86","2013-11-11"
"580.00","1.00","0.17","2013-11-10"
"579.00","0.21","0.04","2013-11-07"
"579.00","-0.17","-0.03","2013-11-06"
"579.00","0.73","0.13","2013-10-31"
"579.00","3.06","0.53","2013-10-30"
"576.00","0.21","0.04","2013-10-29"
"575.00","-2.36","-0.41","2013-10-28"
"578.00","-1.83","-0.31","2013-10-27"
"580.00","-0.94","-0.16","2013-10-24"
"581.00","-1.24","-0.21","2013-10-23"
"582.00","-6.13","-1.04","2013-10-22"
"588.00","3.85","0.66","2013-10-21"
"584.00","12.27","2.15","2013-10-20"
"572.00","4.81","0.85","2013-10-17"
"567.00","6.52","1.16","2013-10-10"
"560.00","3.69","0.66","2013-10-09"
"557.00","1.12","0.20","2013-10-08"
"556.00","4.00","0.73","2013-10-07"
"552.00","6.19","1.13","2013-10-06"
"545.00","2.29","0.42","2013-10-03"
"543.00","1.53","0.28","2013-10-02"
"542.00","-0.12","-0.02","2013-10-01"
"542.00","0.14","0.02","2013-09-30"
"542.00","0.16","0.03","2013-09-29"
"542.00","-1.65","-0.30","2013-09-26"
"543.00","1.40","0.25","2013-09-25"
"542.00","3.64","0.68","2013-09-24"
"538.00","-3.20","-0.59","2013-09-23"
"542.00","-7.47","-1.36","2013-09-22"
"549.00","-2.97","-0.54","2013-09-19"
"552.00","-0.05","-0.01","2013-09-17"
"552.00","2.00","0.36","2013-09-16"
"550.00","0.18","0.03","2013-09-15"
"550.00","1.36","0.25","2013-09-12"
"548.00","0.86","0.16","2013-09-11"
"548.00","-4.74","-0.85","2013-09-10"
"552.00","0.33","0.05","2013-09-09"
"552.00","5.52","1.01","2013-09-08"
"546.00","0.99","0.18","2013-09-05"
"546.00","-2.67","-0.48","2013-09-04"
"548.00","-2.12","-0.39","2013-09-03"
"550.00","-1.26","-0.23","2013-09-02"
"552.00","0.18","0.03","2013-09-01"
"551.00","-0.80","-0.14","2013-08-29"
"552.00","5.50","1.01","2013-08-27"
"547.00","-1.36","-0.25","2013-08-26"
"548.00","-0.29","-0.05","2013-08-25"
"548.00","4.60","0.85","2013-08-20"
"544.00","3.25","0.60","2013-08-19"
"540.00","4.09","0.76","2013-08-18"
"536.00","-0.70","-0.13","2013-08-15"
"537.00","-1.25","-0.23","2013-08-14"
"538.00","-0.19","-0.03","2013-08-13"
"539.00","-0.88","-0.16","2013-08-12"
"539.00","-3.23","-0.59","2013-08-11"
"543.00","0.28","0.05","2013-08-08"
"542.00","-0.49","-0.09","2013-08-07"
"543.00","1.97","0.36","2013-08-06"
"541.00","-5.68","-1.04","2013-08-05"
"547.00","-0.28","-0.05","2013-08-04"
"547.00","-0.78","-0.14","2013-08-01"
"548.00","1.64","0.30","2013-07-31"
"546.00","6.92","1.28","2013-07-30"
"539.00","4.83","0.90","2013-07-29"
"534.00","5.15","0.97","2013-07-28"
"529.00","-0.60","-0.11","2013-07-25"
"530.00","-3.30","-0.62","2013-07-24"
"533.00","0.08","0.02","2013-07-23"
"533.00","-2.83","-0.53","2013-07-22"
"536.00","14.19","2.72","2013-07-21"
"522.00","9.92","1.94","2013-07-18"
"512.00","2.31","0.45","2013-07-17"
"509.00","-8.97","-1.73","2013-07-16"
"518.00","7.20","1.41","2013-07-15"
"511.00","4.62","0.91","2013-07-14"
"506.00","1.13","0.22","2013-07-11"
"505.00","-0.29","-0.06","2013-07-10"
"506.00","4.68","0.93","2013-07-09"
"501.00","6.54","1.32","2013-07-08"
"494.00","0.76","0.15","2013-07-07"
"494.00","-0.78","-0.16","2013-07-04"
"494.00","0.09","0.02","2013-07-03"
"494.00","-0.02","0.00","2013-07-02"
"494.00","1.17","0.24","2013-07-01"
"493.00","-2.41","-0.49","2013-06-30"
"496.00","-2.50","-0.50","2013-06-27"
"498.00","4.15","0.84","2013-06-26"
"494.00","4.96","1.02","2013-06-25"
"489.00","1.40","0.29","2013-06-24"
"488.00","-0.92","-0.19","2013-06-23"
"488.00","-1.53","-0.31","2013-06-20"
"490.00","-1.03","-0.21","2013-06-19"
"491.00","-2.36","-0.48","2013-06-18"
"493.00","-1.54","-0.31","2013-06-17"
"495.00","0.57","0.12","2013-06-16"
"494.00","-1.00","-0.20","2013-06-13"
"495.00","-0.20","-0.04","2013-06-12"
"496.00","-0.26","-0.05","2013-06-11"
"496.00","-1.59","-0.32","2013-06-10"
"497.00","-0.96","-0.19","2013-06-09"
"498.00","0.11","0.02","2013-06-06"
"498.00","-0.22","-0.04","2013-06-05"
"498.00","-0.35","-0.07","2013-06-04"
"499.00","2.06","0.42","2013-06-03"
"497.00","-3.40","-0.68","2013-06-02"
"500.00","-0.61","-0.12","2013-05-30"
"501.00","-2.89","-0.57","2013-05-28"
"504.00","4.63","0.93","2013-05-27"
"499.00","2.14","0.43","2013-05-26"
"497.00","-1.90","-0.38","2013-05-23"
"499.00","-1.45","-0.29","2013-05-22"
"500.00","2.77","0.55","2013-05-21"
"497.00","-0.35","-0.07","2013-05-20"
"498.00","-2.18","-0.43","2013-05-19"
"500.00","5.50","1.11","2013-05-16"
"494.00","3.91","0.80","2013-05-15"
"491.00","1.85","0.38","2013-05-14"
"489.00","5.32","1.10","2013-05-13"
"483.00","-2.87","-0.59","2013-05-12"
"486.00","-0.08","-0.02","2013-05-09"
"486.00","-4.07","-0.83","2013-05-08"
"490.00","8.50","1.76","2013-05-07"
"482.00","-6.01","-1.23","2013-05-06"
"488.00","-4.90","-1.00","2013-05-05"
"493.00","-7.92","-1.58","2013-05-02"
"501.00","-1.62","-0.32","2013-04-30"
"502.00","-2.66","-0.53","2013-04-29"
"505.00","-3.32","-0.65","2013-04-28"
"508.00","-0.72","-0.14","2013-04-25"
"509.00","4.88","0.97","2013-04-23"
"504.00","-9.48","-1.85","2013-04-22"
"514.00","-5.38","-1.04","2013-04-21"
"519.00","-0.20","-0.04","2013-04-18"
"519.00","-1.43","-0.28","2013-04-17"
"521.00","-0.73","-0.14","2013-04-16"
"521.00","-1.99","-0.38","2013-04-15"
"523.00","4.16","0.80","2013-04-11"
"519.00","4.35","0.85","2013-04-09"
"515.00","-1.12","-0.22","2013-04-08"
"516.00","2.74","0.53","2013-04-07"
"513.00","-4.80","-0.93","2013-04-04"
"518.00","-0.92","-0.18","2013-04-03"
"519.00","5.30","1.03","2013-04-02"
"514.00","2.25","0.44","2013-04-01"
"511.00","-7.32","-1.41","2013-03-31"
"519.00","-1.94","-0.37","2013-03-28"
"521.00","-1.33","-0.25","2013-03-27"
"522.00","2.37","0.46","2013-03-25"
"520.00","-8.31","-1.57","2013-03-24"
"528.00","-0.39","-0.07","2013-03-21"
"528.00","-3.75","-0.71","2013-03-20"
"532.00","1.55","0.29","2013-03-19"
"531.00","-4.64","-0.87","2013-03-18"
"535.00","-13.19","-2.41","2013-03-17"
"548.00","2.26","0.41","2013-03-14"
"546.00","6.50","1.20","2013-03-13"
"540.00","0.38","0.07","2013-03-11"
"539.00","-1.68","-0.31","2013-03-07"
"541.00","2.49","0.46","2013-03-06"
"538.00","-2.74","-0.51","2013-03-05"
"541.00","-0.36","-0.07","2013-03-04"
"542.00","-0.89","-0.16","2013-03-03"
"542.00","2.17","0.40","2013-02-28"
"540.00","-5.27","-0.97","2013-02-27"
"546.00","1.30","0.24","2013-02-26"
"544.00","5.73","1.06","2013-02-25"
"539.00","-5.58","-1.03","2013-02-24"
"544.00","4.81","0.89","2013-02-21"
"539.00","-9.64","-1.76","2013-02-20"
"549.00","-7.01","-1.26","2013-02-19"
"556.00","25.73","4.85","2013-02-17"
"530.00","3.19","0.61","2013-02-14"
"527.00","-5.91","-1.11","2013-02-13"
"533.00","18.15","3.53","2013-02-12"
"515.00","1.14","0.22","2013-02-10"
"513.00","-0.57","-0.11","2013-02-07"
"513.00","-2.14","-0.42","2013-02-06"
"515.00","-1.18","-0.22","2013-02-05"
"517.00","0.54","0.10","2013-02-04"
"516.00","5.09","1.00","2013-02-03"
"511.00","-1.04","-0.20","2013-01-31"
"512.00","-2.55","-0.50","2013-01-30"
"514.00","-0.02","0.00","2013-01-28"
"514.00","0.18","0.04","2013-01-27"
"514.00","-2.88","-0.56","2013-01-24"
"517.00","-5.44","-1.04","2013-01-23"
"523.00","4.36","0.84","2013-01-22"
"518.00","9.91","1.95","2013-01-21"
"508.00","-12.55","-2.41","2013-01-20"
"521.00","-7.22","-1.37","2013-01-17"
"528.00","-2.11","-0.40","2013-01-16"
"530.00","0.41","0.08","2013-01-15"
"530.00","0.91","0.17","2013-01-13"
"529.00","3.47","0.66","2013-01-10"
"525.00","-3.40","-0.64","2013-01-09"
"529.00","-0.42","-0.08","2013-01-08"
"529.00","-2.49","-0.47","2013-01-07"
"532.00","-1.82","-0.34","2013-01-06"
"534.00","1.69","0.32","2013-01-03"
"532.00","1.11","0.21","2013-01-02"
"531.00","-3.34","-0.63","2013-01-01"
"534.00","-6.97","-1.29","2012-12-31"
"541.00","4.59","0.86","2012-12-27"
"537.00","10.84","2.06","2012-12-26"
"526.00","6.03","1.16","2012-12-24"
"520.00","1.77","0.34","2012-12-23"
"518.00","4.02","0.78","2012-12-20"
"514.00","3.61","0.71","2012-12-19"
"510.00","-3.08","-0.60","2012-12-18"
"513.00","4.29","0.84","2012-12-17"
"509.00","12.11","2.43","2012-12-16"
"497.00","3.94","0.80","2012-12-13"
"493.00","4.08","0.83","2012-12-12"
"489.00","1.12","0.23","2012-12-11"
"488.00","-0.34","-0.07","2012-12-10"
"488.00","-9.66","-1.94","2012-12-09"
"498.00","-2.10","-0.42","2012-12-06"
"500.00","9.41","1.91","2012-12-05"
"490.00","8.43","1.75","2012-12-04"
"482.00","-1.87","-0.39","2012-12-03"
"484.00","-5.18","-1.05","2012-12-02"
"489.00","-3.85","-0.78","2012-11-29"
"493.00","-0.33","-0.07","2012-11-28"
"493.00","-1.69","-0.34","2012-11-27"
"495.00","-2.51","-0.51","2012-11-26"
"497.00","0.29","0.06","2012-11-25"
"497.00","-2.24","-0.45","2012-11-22"
"499.00","-2.20","-0.44","2012-11-21"
"502.00","8.71","1.77","2012-11-20"
"493.00","11.96","2.49","2012-11-18"
"481.00","5.35","1.13","2012-11-12"
"475.00","-7.01","-1.45","2012-11-11"
"483.00","7.35","1.55","2012-11-08"
"475.00","11.79","2.55","2012-11-07"
"463.00","5.19","1.13","2012-11-06"
"458.00","6.09","1.35","2012-11-05"
"452.00","4.10","0.92","2012-11-04"
"448.00","-3.45","-0.76","2012-11-01"
"451.00","3.60","0.80","2012-10-31"
"448.00","11.13","2.55","2012-10-30"
"437.00","3.54","0.81","2012-10-18"
"433.00","5.86","1.37","2012-10-17"
"427.00","0.68","0.16","2012-10-15"
"427.00","2.19","0.52","2012-10-14"
"424.00","-0.32","-0.08","2012-10-11"
"425.00","-1.42","-0.33","2012-10-10"
"426.00","-0.44","-0.10","2012-10-09"
"427.00","-1.33","-0.31","2012-10-08"
"428.00","4.37","1.03","2012-10-07"
"424.00","6.24","1.49","2012-10-04"
"417.00","-0.10","-0.02","2012-10-03"
"417.00","0.53","0.12","2012-10-02"
"417.00","1.85","0.45","2012-10-01"
"415.00","-0.69","-0.17","2012-09-30"
"414.00","-0.42","-0.10","2012-09-26"
"414.00","-0.46","-0.11","2012-09-25"
"415.00","-0.64","-0.15","2012-09-24"
"415.00","-5.36","-1.27","2012-09-23"
"420.00","-1.35","-0.32","2012-09-20"
"422.00","-3.68","-0.86","2012-09-19"
"425.00","3.22","0.76","2012-09-18"
"422.00","1.42","0.34","2012-09-17"
"421.00","1.94","0.46","2012-09-16"
"419.00","4.54","1.09","2012-09-13"
"414.00","1.87","0.45","2012-09-12"
"412.00","4.80","1.18","2012-09-11"
"408.00","-0.26","-0.06","2012-09-10"
"408.00","-0.55","-0.13","2012-09-09"
"408.00","1.08","0.26","2012-09-06"
"407.00","-1.71","-0.42","2012-09-05"
"409.00","-2.75","-0.67","2012-09-04"
"412.00","-0.04","-0.01","2012-09-03"
"412.00","6.04","1.49","2012-09-02"
"406.00","-1.25","-0.30","2012-08-30"
"407.00","0.91","0.22","2012-08-29"
"406.00","0.38","0.09","2012-08-28"
"406.00","8.61","2.17","2012-08-27"
"397.00","-0.36","-0.09","2012-08-26"
"398.00","0.70","0.18","2012-08-23"
"397.00","0.58","0.15","2012-08-22"
"396.00","0.58","0.15","2012-08-21"
"396.00","-2.59","-0.65","2012-08-19"
"398.00","6.25","1.59","2012-08-16"
"392.00","-5.17","-1.30","2012-08-15"
"397.00","-2.60","-0.65","2012-08-14"
"400.00","0.58","0.14","2012-08-13"
"399.00","-3.26","-0.81","2012-08-12"
"402.00","-1.67","-0.41","2012-08-08"
"404.00","0.98","0.24","2012-08-07"
"403.00","0.22","0.05","2012-08-06"
"403.00","0.74","0.18","2012-08-05"
"402.00","1.20","0.30","2012-08-01"
"401.00","0.40","0.09","2012-07-31"
"401.00","4.57","1.15","2012-07-30"
"396.00","-5.52","-1.38","2012-07-29"
"402.00","-3.48","-0.86","2012-07-26"
"405.00","-1.26","-0.31","2012-07-25"
"406.00","-2.07","-0.51","2012-07-24"
"408.00","3.62","0.90","2012-07-23"
"405.00","9.27","2.35","2012-07-22"
"395.00","3.45","0.87","2012-07-19"
"392.00","5.99","1.55","2012-07-18"
"386.00","1.10","0.29","2012-07-17"
"385.00","-4.80","-1.23","2012-07-16"
"390.00","6.24","1.63","2012-07-15"
"383.00","-0.60","-0.16","2012-07-12"
"384.00","-1.22","-0.32","2012-07-11"
"385.00","5.18","1.36","2012-07-10"
"380.00","2.40","0.63","2012-07-09"
"378.00","0.34","0.09","2012-07-08"
"377.00","0.20","0.05","2012-07-05"
"377.00","2.93","0.78","2012-07-04"
"374.00","1.33","0.36","2012-07-03"
"373.00","-1.59","-0.43","2012-07-02"
"375.00","-2.96","-0.78","2012-07-01"
"377.00","3.72","1.00","2012-06-28"
"374.00","5.28","1.43","2012-06-27"
"368.00","-6.93","-1.84","2012-06-26"
"375.00","10.26","2.81","2012-06-25"
"365.00","1.62","0.44","2012-06-21"
"364.00","2.02","0.56","2012-06-20"
"362.00","-1.13","-0.31","2012-06-19"
"363.00","1.65","0.46","2012-06-18"
"361.00","-3.69","-1.01","2012-06-17"
"365.00","-1.53","-0.42","2012-06-14"
"366.00","-1.72","-0.47","2012-06-13"
"368.00","1.61","0.44","2012-06-12"
"366.00","2.78","0.77","2012-06-11"
"364.00","-6.24","-1.69","2012-06-10"
"370.00","4.24","1.16","2012-06-07"
"366.00","-7.50","-2.01","2012-06-06"
"373.00","-8.55","-2.24","2012-06-05"
"382.00","-9.40","-2.40","2012-06-04"
"391.00","17.43","4.67","2012-06-03"
"374.00","0.35","0.09","2012-05-31"
"373.00","-18.69","-4.77","2012-05-30"
"392.00","-20.98","-5.08","2012-05-29"
"413.00","14.28","3.58","2012-05-27"
"399.00","12.93","3.35","2012-05-24"
"386.00","-20.42","-5.03","2012-05-23"
"406.00","-8.06","-1.95","2012-05-22"
"414.00","5.54","1.36","2012-05-21"
"409.00","-7.77","-1.87","2012-05-20"
"416.00","4.18","1.01","2012-05-17"
"412.00","20.30","5.18","2012-05-16"
"392.00","18.71","5.01","2012-05-15"
"373.00","-17.44","-4.46","2012-05-14"
"391.00","-20.77","-5.05","2012-05-13"
"411.00","-8.38","-2.00","2012-05-10"
"420.00","-13.05","-3.01","2012-05-09"
"433.00","4.39","1.02","2012-05-08"
"428.00","24.19","5.98","2012-05-07"
"404.00","19.86","5.16","2012-05-03"
"384.00","-20.35","-5.03","2012-05-02"
"405.00","-18.26","-4.32","2012-04-30"
"423.00","-2.47","-0.58","2012-04-29"
"425.00","16.05","3.92","2012-04-26"
"409.00","21.07","5.43","2012-04-25"
"388.00","19.25","5.22","2012-04-24"
"369.00","14.32","4.04","2012-04-22"
"355.00","6.86","1.97","2012-04-19"
"348.00","11.62","3.45","2012-04-18"
"336.00","-18.22","-5.13","2012-04-17"
"355.00","17.16","5.09","2012-04-16"
"337.00","17.41","5.44","2012-04-15"
"320.00","10.75","3.48","2012-04-12"
"309.00","3.18","1.04","2012-04-11"
"306.00","2.31","0.76","2012-04-10"
"304.00","0.80","0.26","2012-04-09"
"303.00","0.47","0.15","2012-04-08"
"302.00","0.56","0.19","2012-04-05"
"302.00","0.18","0.06","2012-04-04"
"302.00","0.39","0.13","2012-04-03"
"301.00","1.96","0.66","2012-04-02"
"299.00","0.45","0.15","2012-04-01"
"299.00","-1.25","-0.41","2012-03-29"
"300.00","-0.34","-0.11","2012-03-28"
"300.00","-0.31","-0.10","2012-03-27"
"301.00","-1.88","-0.62","2012-03-26"
"303.00","-1.02","-0.34","2012-03-25"
"304.00","2.09","0.69","2012-03-21"
"302.00","-1.20","-0.39","2012-03-20"
"303.00","-0.40","-0.13","2012-03-19"
"303.00","-7.59","-2.44","2012-03-18"
"311.00","-2.24","-0.72","2012-03-15"
"313.00","-0.89","-0.28","2012-03-14"
"314.00","0.09","0.03","2012-03-13"
"314.00","-1.58","-0.50","2012-03-12"
"315.00","-0.45","-0.14","2012-03-11"
"316.00","-0.57","-0.18","2012-03-06"
"316.00","0.69","0.22","2012-03-05"
"316.00","-1.62","-0.51","2012-03-04"
"317.00","2.24","0.71","2012-03-01"
"315.00","0.43","0.14","2012-02-29"
"315.00","2.36","0.76","2012-02-28"
"312.00","-0.12","-0.04","2012-02-27"
"312.00","-0.13","-0.04","2012-02-26"
"313.00","0.72","0.23","2012-02-23"
"312.00","-0.26","-0.08","2012-02-21"
"312.00","0.36","0.12","2012-02-17"
"312.00","-0.10","-0.03","2012-02-15"
"312.00","-0.93","-0.30","2012-02-14"
"313.00","0.92","0.30","2012-02-13"
"312.00","-0.22","-0.07","2012-02-12"
"312.00","-0.34","-0.11","2012-02-09"
"312.00","-0.64","-0.20","2012-02-08"
"313.00","-0.87","-0.28","2012-02-07"
"314.00","-0.76","-0.24","2012-02-06"
"315.00","-1.73","-0.55","2012-02-05"
"316.00","-0.33","-0.10","2012-02-02"
"317.00","0.81","0.26","2012-02-01"
"316.00","-0.57","-0.17","2012-01-31"
"317.00","-0.15","-0.05","2012-01-29"
"317.00","-0.92","-0.29","2012-01-26"
"318.00","-0.25","-0.08","2012-01-25"
"318.00","-2.34","-0.73","2012-01-23"
"320.00","-0.35","-0.11","2012-01-22"
"321.00","0.61","0.19","2012-01-19"
"320.00","-2.21","-0.69","2012-01-18"
"322.00","-0.03","-0.01","2012-01-17"
"322.00","-1.42","-0.44","2012-01-16"
"324.00","2.19","0.68","2012-01-12"
"321.00","1.79","0.56","2012-01-11"
"320.00","2.07","0.65","2012-01-10"
"318.00","0.50","0.15","2012-01-09"
"317.00","-2.53","-0.79","2012-01-08"
"320.00","0.57","0.18","2012-01-05"
"319.00","-5.16","-1.59","2012-01-04"
"324.00","-0.23","-0.07","2012-01-03"
"324.00","5.64","1.77","2012-01-02"
"319.00","2.74","0.87","2012-01-01"
"316.00","1.83","0.58","2011-12-29"
"314.00","0.24","0.08","2011-12-28"
"314.00","1.44","0.46","2011-12-27"
"312.00","-0.44","-0.14","2011-12-26"
"313.00","-0.15","-0.05","2011-12-22"
"313.00","-0.60","-0.19","2011-12-21"
"314.00","0.22","0.07","2011-12-20"
"313.00","-0.22","-0.07","2011-12-19"
"314.00","-2.59","-0.82","2011-12-18"
"316.00","-1.13","-0.36","2011-12-15"
"317.00","3.69","1.17","2011-12-14"
"314.00","-1.02","-0.32","2011-12-13"
"315.00","-2.96","-0.93","2011-12-12"
"318.00","-2.55","-0.80","2011-12-11"
"320.00","-0.35","-0.11","2011-12-08"
"321.00","-0.58","-0.18","2011-12-07"
"321.00","-0.32","-0.10","2011-12-06"
"321.00","-0.88","-0.27","2011-12-05"
"322.00","-0.46","-0.14","2011-12-04"
"323.00","-1.14","-0.35","2011-12-01"
"323.00","-1.35","-0.41","2011-11-28"
"325.00","0.09","0.03","2011-11-27"
"325.00","-0.79","-0.24","2011-11-24"
"325.00","-2.04","-0.62","2011-11-23"
"327.00","-1.14","-0.34","2011-11-22"
"329.00","0.28","0.09","2011-11-21"
"328.00","-1.15","-0.35","2011-11-20"
"329.00","3.77","1.16","2011-11-17"
"326.00","-1.33","-0.41","2011-11-16"
"327.00","-3.72","-1.12","2011-11-15"
"331.00","0.14","0.04","2011-11-14"
"331.00","-1.25","-0.38","2011-11-13"
"332.00","-0.62","-0.19","2011-11-10"
"332.00","-2.36","-0.70","2011-11-09"
"335.00","-3.16","-0.93","2011-11-08"
"338.00","-5.63","-1.64","2011-11-06"
"344.00","-3.28","-0.95","2011-11-03"
"347.00","16.61","5.03","2011-11-02"
"330.00","2.52","0.77","2011-10-31"
"328.00","-0.30","-0.09","2011-10-30"
"328.00","1.20","0.37","2011-10-25"
"327.00","0.37","0.11","2011-10-24"
"326.00","-1.76","-0.54","2011-10-23"
"328.00","-1.48","-0.45","2011-10-20"
"330.00","-0.29","-0.09","2011-10-19"
"330.00","-1.04","-0.32","2011-10-18"
"331.00","-0.60","-0.18","2011-10-17"
"332.00","-1.88","-0.56","2011-10-16"
"333.00","-1.01","-0.30","2011-10-13"
"334.00","1.18","0.36","2011-10-12"
"333.00","2.22","0.67","2011-10-10"
"331.00","-0.28","-0.09","2011-10-09"
"331.00","-0.05","-0.01","2011-10-02"
"331.00","0.03","0.01","2011-09-29"
"331.00","0.33","0.10","2011-09-27"
"331.00","-0.48","-0.15","2011-09-26"
"332.00","4.03","1.23","2011-09-25"
"328.00","4.55","1.41","2011-09-22"
"323.00","2.92","0.91","2011-09-21"
"320.00","2.71","0.85","2011-09-20"
"317.00","-1.19","-0.37","2011-09-19"
"319.00","-2.62","-0.82","2011-09-18"
"321.00","1.83","0.57","2011-09-15"
"319.00","-6.42","-1.97","2011-09-14"
"326.00","-1.26","-0.39","2011-09-13"
"327.00","-2.59","-0.79","2011-09-12"
"330.00","-1.69","-0.51","2011-09-08"
"331.00","-0.49","-0.15","2011-09-07"
"332.00","-4.41","-1.31","2011-09-06"
"336.00","-2.84","-0.84","2011-09-05"
"339.00","-2.53","-0.74","2011-09-04"
"342.00","1.82","0.53","2011-09-01"
"340.00","1.92","0.57","2011-08-30"
"338.00","0.84","0.25","2011-08-29"
"337.00","-9.77","-2.82","2011-08-28"
"347.00","-2.00","-0.57","2011-08-25"
"349.00","-0.58","-0.17","2011-08-24"
"350.00","-0.19","-0.05","2011-08-23"
"350.00","-2.70","-0.76","2011-08-22"
"353.00","1.53","0.44","2011-08-18"
"351.00","-2.70","-0.76","2011-08-17"
"354.00","0.26","0.07","2011-08-16"
"353.00","0.68","0.19","2011-08-15"
"353.00","0.66","0.19","2011-08-11"
"352.00","6.18","1.79","2011-08-10"
"346.00","-6.37","-1.81","2011-08-09"
"352.00","-1.57","-0.44","2011-08-08"
"354.00","-3.89","-1.09","2011-08-07"
"358.00","1.73","0.49","2011-08-04"
"356.00","-1.70","-0.48","2011-08-03"
"358.00","-0.06","-0.02","2011-08-02"
"358.00","-1.14","-0.32","2011-08-01"
"359.00","-4.33","-1.19","2011-07-31"
"361.00","-2.42","-0.67","2011-07-28"
"364.00","6.50","1.82","2011-07-27"
"357.00","-2.82","-0.78","2011-07-26"
"360.00","-5.28","-1.44","2011-07-25"
"365.00","-11.15","-2.96","2011-07-24"
"377.00","-3.65","-0.96","2011-07-21"
"380.00","6.09","1.63","2011-07-20"
"374.00","3.99","1.08","2011-07-19"
"370.00","-8.26","-2.18","2011-07-18"
"378.00","19.18","5.34","2011-07-17"
"363.00","6.06","1.70","2011-07-14"
"356.00","4.24","1.20","2011-07-13"
"352.00","6.18","1.79","2011-07-12"
"346.00","0.03","0.01","2011-07-11"
"346.00","5.05","1.48","2011-07-10"
"341.00","-3.51","-1.02","2011-07-07"
"345.00","4.02","1.18","2011-07-06"
"341.00","6.88","2.06","2011-07-05"
"334.00","0.70","0.21","2011-07-04"
"333.00","-3.45","-1.02","2011-07-03"
"337.00","3.76","1.13","2011-06-30"
"333.00","3.43","1.04","2011-06-29"
"330.00","-17.28","-4.98","2011-06-27"
"347.00","-17.62","-4.84","2011-06-26"
"364.00","20.18","5.86","2011-06-23"
"344.00","13.45","4.07","2011-06-21"
"331.00","11.78","3.69","2011-06-20"
"319.00","15.46","5.09","2011-06-19"
"304.00","11.21","3.84","2011-06-16"
"292.00","-5.31","-1.78","2011-06-15"
"298.00","-4.10","-1.36","2011-06-14"
"302.00","-2.40","-0.79","2011-06-13"
"304.00","-4.76","-1.54","2011-06-12"
"309.00","-2.38","-0.76","2011-06-09"
"311.00","-6.22","-1.96","2011-06-08"
"317.00","-5.70","-1.76","2011-06-07"
"323.00","-4.62","-1.41","2011-06-06"
"328.00","-5.95","-1.78","2011-06-05"
"334.00","-1.94","-0.58","2011-06-02"
"336.00","-1.03","-0.31","2011-06-01"
"337.00","-6.04","-1.76","2011-05-31"
"343.00","-1.74","-0.51","2011-05-30"
"345.00","2.84","0.83","2011-05-26"
"342.00","0.11","0.03","2011-05-25"
"342.00","-0.53","-0.15","2011-05-24"
"342.00","-1.48","-0.43","2011-05-23"
"344.00","-1.27","-0.37","2011-05-22"
"345.00","-2.07","-0.60","2011-05-19"
"347.00","-3.71","-1.06","2011-05-18"
"351.00","1.40","0.40","2011-05-16"
"349.00","2.78","0.80","2011-05-15"
"346.00","1.78","0.52","2011-05-12"
"345.00","0.58","0.17","2011-05-11"
"344.00","3.24","0.95","2011-05-10"
"341.00","0.18","0.05","2011-05-09"
"341.00","1.13","0.33","2011-05-08"
"340.00","0.67","0.20","2011-05-05"
"339.00","-0.70","-0.21","2011-05-04"
